SK_ID_CURR,NAME,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Revolving loans,CODE_GENDER_M,CODE_GENDER_XNA,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,AMT_ANNUITY_MAX,AMT_ANNUITY_SUM,AMT_ANNUITY_MEAN,AMT_CREDIT_MAX,AMT_CREDIT_SUM,AMT_CREDIT_MEAN,AMT_CREDIT_MEDIAN,LOAN_COUNT,OVERDUE_RATIO,TOTAL_OVERDUE_COUNT,AVERAGE_OVERDUE,HAS_OVERDUE,AMT_CREDIT_MAX_OVERDUE_MAX,AMT_CREDIT_MAX_OVERDUE_SUM,CNT_CREDIT_PROLONG_MAX,CNT_CREDIT_PROLONG_SUM,CNT_CREDIT_PROLONG_MEAN,AMT_CREDIT_SUM_DEBT_MAX,AMT_CREDIT_SUM_DEBT_SUM,AMT_CREDIT_SUM_DEBT_MEAN,AMT_CREDIT_SUM_LIMIT_MEAN,AMT_CREDIT_SUM_OVERDUE_MAX,AMT_CREDIT_SUM_OVERDUE_SUM,AMT_CREDIT_SUM_OVERDUE_MEAN,COUNT_Overdue_0,COUNT_Overdue_1,COUNT_Overdue_2,COUNT_Overdue_3,COUNT_Overdue_4,COUNT_Overdue_5,NFLAG_INSURED_ON_APPROVAL_COUNT,NFLAG_INSURED_ON_APPROVAL_SUM,NFLAG_INSURED_ON_APPROVAL_RATIO,AMT_APPLICATION_MAX,AMT_APPLICATION_SUM,AMT_APPLICATION_MEAN,RATE_DOWN_PAYMENT_MEAN,IS_REVOLVING_LOAN,Dependents_Index,Income_to_Dependents_Ratio,Debt_to_Income_Ratio,Debt_Repayment_Capability_Index,Credit_Utilization_Ratio
202893,Wendy Coleman,0,2,135000.0,256500.0,20394.0,256500.0,0.011703,-11234,-162,-7209.0,-2772,1,1,0,1,1,0,3.0,2,2,10,0,0,0,0,0,0,0.6558464580967097,0.6956219298394389,0.0,0.0,0.0,0.0,-507.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12016.08,12016.08,12016.08,450000.0,664159.5,166039.875,84602.25,4.0,0.0,0.0,0.0,0.0,24993.0,24993.0,1.0,1.0,0.3333333333333333,23611.5,23611.5,11805.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130234.5,130234.5,130234.5,0.1089429591865582,0.0,2.0,45000.0,0.1749,0.089008,0.0920526315789473
204177,Courtney Williamson,0,1,270000.0,1214100.0,67923.0,1125000.0,0.007305,-14964,-724,-5383.0,-646,1,1,1,1,0,0,3.0,3,3,14,1,1,0,1,1,0,0.4755788406559041,0.7062051096536562,1.0,0.0,1.0,0.0,-534.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33750.0,66241.845,13248.369,1350000.0,3493503.0,317591.1818181818,225000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,675000.0,774630.0,258210.0,0.1009143413713598,1.0,0.5,135000.0,0.0,0.2453401666666666,0.0
206575,Austin Fitzgerald,0,0,90000.0,180000.0,9000.0,180000.0,0.008019,-23459,365243,-2346.0,-2349,1,0,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.0066180089228012,0.4014074137749511,0.0,0.0,0.0,0.0,-694.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7166.565,7166.565,7166.565,225000.0,740416.5,105773.78571428572,95985.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188368.155,188368.155,37673.631,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33644.25,33644.25,33644.25,0.218429989725382,0.0,0.0,90000.0,2.0929795,0.0796284999999999,1.04648975
232960,Mary Swanson,1,2,67500.0,91692.0,8703.0,81000.0,0.010966,-11269,-1261,-4776.0,-814,1,1,0,1,0,0,4.0,2,2,14,0,0,0,0,0,0,0.5073761905204576,0.524496446363472,0.0,0.0,0.0,0.0,-336.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62635.5,62635.5,31317.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22500.0,0.9279333333333334,0.0,0.6831075775422065
233874,Wiktor Rivera,0,2,207000.0,101880.0,10939.5,90000.0,0.0066709999999999,-15134,-597,-449.0,-1080,1,1,0,1,0,0,4.0,2,2,14,0,0,0,0,0,0,0.5796536259885219,0.1674084472266241,2.0,0.0,2.0,0.0,-722.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52788.78,338147.45999999996,28178.955,1314000.0,10980603.0,422330.8846153846,388597.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226776.5,1323526.5,441175.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1125000.0,6829186.5,341459.325,0.1824237399880244,0.0,1.0,69000.0,6.393847826086956,1.633562608695652,12.991033568904594
234154,Mariyah Lindsay,0,1,135000.0,508495.5,24592.5,454500.0,0.011703,-16117,-1047,-2706.0,-1513,1,1,0,1,1,0,3.0,2,2,12,0,0,0,0,0,0,0.7599623051184294,0.4170996682522097,0.0,0.0,0.0,0.0,-411.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27404.505,52028.37,13007.0925,254700.0,653242.5,59385.681818181816,21555.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20146.5,20146.5,20146.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,67500.0,0.1492333333333333,0.3853953333333333,0.0396198196444216
235171,Zakaria Walter,0,1,108000.0,270000.0,13500.0,270000.0,0.011703,-10377,-2105,-9081.0,-2773,1,1,0,1,0,0,3.0,2,2,17,1,1,0,1,1,1,0.7135736372414607,0.3170317785834444,0.0,0.0,0.0,0.0,-536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8995.86,16823.88,8411.94,85455.0,188644.5,62881.5,71235.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31954.5,31954.5,31954.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,85455.0,150930.0,75465.0,0.0,0.0,0.5,54000.0,0.295875,0.1557766666666666,0.11835
238661,Hugo Hernandez,0,2,270000.0,810000.0,40500.0,810000.0,0.032561,-13677,-3271,-2617.0,-4599,1,1,0,1,0,0,4.0,1,1,11,0,0,0,0,1,1,0.7802163820735099,0.5919766183185521,3.0,0.0,3.0,0.0,-458.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7164.81,7164.81,7164.81,1828080.0,7925917.5,792591.75,738000.0,10.0,0.0,0.0,0.0,0.0,10080.0,10080.0,0.0,0.0,0.0,1354806.0,1354806.0,270961.2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75550.5,145026.0,72513.0,0.0,0.0,1.0,90000.0,5.0178,0.0265363333333333,1.6726
258789,Scott Hill,1,0,225000.0,1527579.0,53226.0,1395000.0,0.019101,-18522,-2020,-8069.0,-2083,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.6702957764103395,0.5424451438613613,0.0,0.0,0.0,0.0,-459.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,53355.015,222120.135,24680.015,1375956.0,7837515.0,435417.5,169875.0,18.0,0.0,0.0,0.0,0.0,7077.87,7077.87,0.0,0.0,0.0,618777.0,618777.0,77347.125,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.2857142857142857,1237500.0,4240840.5,424084.05,0.0798018117754162,0.0,0.0,225000.0,2.75012,0.9872006,0.4050703760656568
263666,Nellie Gray,0,0,103500.0,256500.0,23656.5,256500.0,0.004849,-10111,-1160,-4767.0,-2793,1,1,0,1,0,1,1.0,2,2,14,0,0,0,1,1,0,0.2450096088148109,0.2896112383820055,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4434.255,4434.255,4434.255,2025000.0,2047734.0,1023867.0,1023867.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945449.0,1945449.0,1945449.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21595.5,21595.5,21595.5,0.0,0.0,0.0,103500.0,18.796608695652175,0.0428430434782608,7.58459649122807
264212,Saif Moyer,0,1,135000.0,1042560.0,34456.5,900000.0,0.020246,-10395,-2688,-4975.0,-98,1,1,0,1,0,0,3.0,3,3,10,0,0,0,0,0,0,0.508950235472484,0.5442347412142162,2.0,0.0,2.0,0.0,-1843.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22585.455,48981.51,8163.585,628771.5,1974761.28,98738.064,52235.595,20.0,0.0,0.0,0.0,0.0,15682.23,58156.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,450000.0,747895.5,83099.5,0.0835545163079534,0.0,0.5,67500.0,0.0,0.362826,0.0
274644,Louisa Pitts,0,0,292500.0,229230.0,22459.5,202500.0,0.00702,-16798,-4383,-3244.0,-343,1,1,0,1,1,0,1.0,2,2,11,0,0,0,0,1,1,0.5431212388037543,0.8599241760145402,0.0,0.0,0.0,0.0,-2303.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,25272.99,85882.185,9542.465,180000.0,918796.5,83526.95454545454,87210.0,11.0,0.0,0.0,0.0,0.0,11544.39,11544.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.5,120748.5,784863.0,87207.0,0.1431510905175551,0.0,0.0,292500.0,0.0,0.2936143076923077,0.0
278480,Sidney Greene,0,0,180000.0,945000.0,30613.5,945000.0,0.0228,-19104,-243,-1021.0,-2652,1,1,0,1,0,0,1.0,2,2,8,0,0,0,0,0,0,0.4483334597385499,0.2020866016820394,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,55511.1,289479.195,28947.9195,2013840.0,8021384.640000001,235923.07764705885,119250.0,34.0,0.0,0.0,0.0,0.0,2956.32,7546.32,0.0,0.0,0.0,447784.38,899237.835,47328.30710526316,31758.482368421053,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1800000.0,3039237.0,233787.46153846153,0.0,0.0,0.0,180000.0,4.9957657499999994,1.60821775,0.9515744285714284
289742,Aleesha Cisneros,0,0,135000.0,675000.0,21906.0,675000.0,0.015221,-14811,-526,-5793.0,-4383,1,1,1,1,1,0,2.0,2,2,16,0,0,0,0,1,1,0.1548511982968347,0.3589512285783967,0.0,0.0,0.0,0.0,-636.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7237.8,7237.8,7237.8,395995.5,664378.2000000001,73819.8,31753.8,9.0,0.0,0.0,0.0,0.0,108.18,112.68,0.0,0.0,0.0,417303.0,417303.0,69550.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36900.0,36900.0,36900.0,0.0,0.0,0.0,135000.0,3.0911333333333335,0.0536133333333333,0.6182266666666667
293113,Dylan Wolf,0,1,405000.0,1113840.0,44302.5,900000.0,0.031329,-15805,-3728,-8296.0,-4189,1,1,0,1,0,1,2.0,2,2,12,0,0,0,0,0,0,0.6625765416174567,0.7295666907060153,0.0,0.0,0.0,0.0,-1993.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21527.91,41496.39,13832.13,2250000.0,6808330.755,567360.89625,187476.75,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903779.0,1903779.0,317296.5,3030.55875,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,221985.0,407556.0,135852.0,0.1007765363721759,0.0,1.0,202500.0,4.700688888888889,0.1024602222222222,1.7092032967032966
294048,Callie Todd,0,0,135000.0,1077061.5,31621.5,940500.0,0.011703,-20014,-12400,-8445.0,-3461,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,0.4150738289135398,0.8277026681625442,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,19952.505,25886.205,12943.1025,196686.0,321336.0,64267.2,35955.0,5.0,0.0,0.0,0.0,0.0,994.5,994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,202500.0,301050.0,150525.0,0.1052854147180399,0.0,0.0,135000.0,0.0,0.1917496666666666,0.0
296137,Frankie Krueger,0,0,157500.0,545040.0,26640.0,450000.0,0.008575,-16974,-1051,-5437.0,-445,1,1,1,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.2353845979592077,0.2418614865234661,0.0,0.0,0.0,0.0,-1302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15562.26,25374.870000000003,8458.29,841198.5,1332360.0,190337.14285714287,83691.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796297.5,812974.5,203243.625,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,180000.0,294961.5,98320.5,0.1279087215476244,0.0,0.0,157500.0,5.161742857142857,0.1611102857142857,1.491586856010568
299996,Nora Nolan,0,0,252000.0,922500.0,27103.5,922500.0,0.026392,-18253,-11579,-1761.0,-1791,1,1,0,1,1,0,2.0,2,2,9,0,0,0,0,0,0,0.6426913571741216,0.6512602186973006,0.0,0.0,0.0,0.0,-589.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,49480.065,67035.24,22345.08,1762110.0,2368169.19,236816.919,77611.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1575000.0,1677100.32,419275.08,0.0507287227076081,0.0,0.0,252000.0,0.0,0.2660128571428571,0.0
305825,Alexandra Frye,0,0,270000.0,780363.0,33192.0,697500.0,0.02461,-19831,-1570,-4159.0,-2648,1,1,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.7180309731579264,0.5849900404894085,0.0,0.0,0.0,0.0,-1579.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11245.95,15544.62,7772.31,2742277.5,3644793.0,728958.6,152253.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149726.5,2297889.0,765963.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,99013.5,126009.0,63004.5,0.1312790391864644,0.0,0.0,270000.0,8.5107,0.0575726666666666,2.9446411477735364
306665,Sallie Park,0,0,135000.0,296280.0,19930.5,225000.0,0.035792,-17978,-1054,-4864.0,-1530,1,1,0,1,0,1,1.0,2,2,15,0,0,0,0,0,0,0.6151111756629916,0.3139166772114369,0.0,0.0,0.0,0.0,-822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,22860.0,28182.96,9394.32,900000.0,954621.0,318207.0,51921.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793516.5,793516.5,396758.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57694.5,57694.5,57694.5,0.1089855421857606,0.0,0.0,135000.0,5.8779,0.2087626666666666,2.6782654921020654
306804,Dhruv Bonner,0,0,225000.0,862560.0,25348.5,720000.0,0.04622,-11234,-1167,-5019.0,-862,1,1,0,1,0,0,2.0,1,1,19,0,0,0,0,0,0,0.5565004449078538,0.4241303111942548,1.0,0.0,1.0,0.0,-828.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45000.0,61375.995,10229.3325,2295000.0,4128061.5,516007.6875,197122.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87016.5,174031.425,34806.284999999996,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,900000.0,1078816.5,359605.5,0.0,0.0,0.0,225000.0,0.773473,0.2727822,0.2017615296327211
308932,Scarlet Conley,0,1,180000.0,351792.0,18090.0,252000.0,0.010032,-15057,-2225,-5364.0,-5002,1,1,0,1,0,0,3.0,2,2,6,0,0,0,0,0,0,0.6469583388148467,0.5298898341969072,0.0,0.0,0.0,0.0,-309.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26677.71,123995.925,10332.99375,4050000.0,9624645.315,506560.2797368421,142134.345,19.0,0.0,0.0,0.0,0.0,9644.895,15775.605,1.0,1.0,0.0666666666666666,2667159.0,4498938.0,321352.71428571426,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,225000.0,432769.5,108192.375,0.0326831368900974,0.0,0.5,90000.0,24.9941,0.68886625,12.788630781825624
317569,Arnold Rosario,0,1,180000.0,157914.0,12604.5,139500.0,0.0116569999999999,-13196,-2724,-440.0,-4134,1,1,1,1,1,0,3.0,1,1,12,0,1,1,0,1,1,0.6666611654351839,0.7898803468924867,0.0,0.0,0.0,0.0,-200.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22403.25,42729.525,10682.38125,1350000.0,1793682.0,358736.4,163134.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,224055.0,469854.0,117463.5,0.0726060606060606,1.0,0.5,90000.0,0.0,0.23738625,0.0
332625,Maya Vega,0,0,135000.0,760225.5,32337.0,679500.0,0.025164,-20442,-4497,-2611.0,-3948,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.6522493144668556,0.6817058776720116,3.0,0.0,3.0,0.0,-932.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4640.49,8721.765,4360.8825,427500.0,792320.58,99040.0725,46932.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23962.5,23962.5,4792.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49491.0,74286.0,37143.0,0.0469362168939037,0.0,0.0,135000.0,0.1775,0.0646056666666666,0.0315202528723385
